,budget,popularity,runtime,spoken_languages,revenue,collectionYN,EnYN,DirectorRev
460,10500000,1.9704810000000001,149.0,2,9400000,0,0,0.0
461,48000000,4.556123,132.0,1,35743308,0,1,57923359.0
462,13500000,3.531089,129.0,1,187674,0,1,263779772.0
463,0,2.183504,85.0,1,3335984,0,1,0.0
464,25000000,5.481452,122.0,1,15478800,0,1,51186851.0
465,60000000,7.685548,170.0,1,186883563,0,1,51186851.0
466,4500000,1.8331849999999998,65.0,1,3468423,1,0,0.0
467,9000000,27.756026000000002,104.0,1,108782847,1,1,64263238.0
468,250000,1.9245349999999999,85.0,1,609524,0,1,10503410.0
469,590235,8.888392999999999,92.0,2,1725381,0,1,0.0
470,35000000,5.80986,92.0,1,63215872,0,1,51186851.0
471,12000000,8.435294,95.0,1,66351,0,1,0.0
472,0,9.116245,110.0,1,37803872,0,1,72447422.0
473,25000000,10.323838,99.0,1,11838218,0,1,0.0
474,2800000,12.560941999999999,80.0,1,3600000,0,1,0.0
475,15000000,18.451321,84.0,1,44065653,0,1,0.0
476,80000000,11.760218,89.0,2,473226958,1,1,458277542.0
477,0,7.872569,145.0,3,741766,0,0,0.0
478,57000000,11.82081,123.0,1,52034889,0,1,84162872.0
479,0,8.35399,104.0,1,316472,0,1,44881237.0
480,25000000,4.558992,128.0,1,13071518,0,1,19510224.0
481,0,10.460298,122.0,1,11750000,0,1,0.0
482,10000000,5.3584,109.0,2,10759,0,0,0.0
483,25000000,10.510245,104.0,3,6673422,0,1,50499729.0
484,60000000,8.462363999999999,131.0,1,102367405,1,1,89956398.0
485,60000,10.621362,84.0,1,3221152,0,1,88976946.0
486,6500000,9.312354,89.0,1,13865435,0,1,0.0
487,910000,18.211092999999998,108.0,1,9600000,0,1,0.0
488,22000000,9.863789,100.0,1,194647323,0,1,0.0
489,93,11.096527,107.0,1,2500000,0,1,0.0
490,27000000,8.907074,99.0,1,101646581,1,1,32518476.0
491,0,6.6256070000000005,96.0,1,53447,1,1,0.0
492,12000000,5.875605999999999,99.0,1,21133087,1,1,30075103.0
493,2000000,0.570021,156.0,1,6000000,0,0,0.0
494,15000000,11.853019999999999,123.0,4,123726688,0,1,16104554.0
495,32000000,8.074218,137.0,1,28258060,0,1,34116536.0
496,30000000,8.142166,108.0,1,18195610,0,1,62621133.0
497,0,1.380258,116.0,1,365522,0,1,0.0
498,10000000,7.412826,105.0,3,28883511,0,1,232275059.0
499,13000000,11.147039999999999,220.0,1,122700000,0,1,15025867.0
500,0,1.532894,181.0,1,8500000,0,0,0.0
501,4000000,6.780752000000001,99.0,2,25345000,0,1,0.0
502,20000000,8.34835,109.0,1,17425000,0,1,0.0
503,62000000,6.258666000000001,87.0,1,41819064,0,1,0.0
504,78146652,9.097953,125.0,4,60000000,0,1,151474379.0
505,28000000,6.053567,103.0,1,38159905,0,1,50018861.0
506,4100000,3.826281,135.0,1,36000000,1,1,0.0
507,0,6.316596,117.0,1,226286,0,1,0.0
508,18000000,6.41742,107.0,1,9697739,0,1,0.0
509,40000000,9.034929,107.0,3,126248813,1,1,0.0
510,4000000,4.661689,105.0,1,46474,0,1,0.0
511,45000000,11.221186,160.0,3,9323833,0,1,19510224.0
512,3000000,0.527297,113.0,1,19184015,0,1,0.0
513,75000000,13.249823999999998,136.0,1,335062621,0,1,402729257.0
514,48000000,14.788986999999999,127.0,3,474171806,1,1,293016811.0
515,0,4.3981699999999995,87.0,1,621951,0,1,0.0
516,150000000,11.30428,111.0,1,128388320,0,1,73355817.0
517,6900000,6.8652,102.0,1,7993039,0,1,15434345.0
518,65000000,11.023042,100.0,1,40002112,1,1,70549393.0
519,79000000,29.423537,179.0,1,926287400,1,1,466790130.0
520,8000000,0.537378,149.0,1,20000000,0,1,0.0
521,5800000,0.906143,95.0,1,7000000,0,1,0.0
522,30000000,11.066473,125.0,1,105834556,0,1,44929802.0
523,3500000,5.732016000000001,93.0,1,16324573,0,1,0.0
524,9000000,10.182974,99.0,1,81705746,1,1,28964262.0
525,0,0.769595,180.0,1,238073,1,1,46797128.0
526,13000000,9.142772,81.0,2,97837138,0,1,72447422.0
527,49000000,30.206365,120.0,1,104399548,0,1,150952466.0
528,40000000,10.939066,98.0,1,141591324,0,1,67992002.0
529,0,4.769347,96.0,1,11081586,0,1,0.0
530,14500000,9.298092,108.0,7,95789342,0,0,0.0
531,0,4.854436,90.0,2,600000,0,1,0.0
532,0,0.23999299999999998,112.0,1,4878242,0,1,0.0
533,8500000,5.590678,96.0,1,22456509,0,1,20837988.0
534,23000000,7.528275999999999,106.0,3,46152411,0,1,49217512.0
535,2700000,10.246132000000001,118.0,3,37799643,1,1,26864325.0
536,0,1.282833,98.0,1,16136,0,1,0.0
537,0,12.34835,96.0,1,1600000,0,1,0.0
538,75000000,11.134888,99.0,1,196482882,0,1,111138493.0
539,20000000,8.066726,100.0,2,36606743,0,1,0.0
540,0,0.6996680000000001,120.0,1,930349,1,0,0.0
541,0,3.9395569999999998,101.0,2,81010,0,1,111290685.0
542,12000000,4.73816,167.0,3,7900000,0,1,0.0
543,40000000,6.322435,91.0,1,36893721,0,1,64438085.0
544,12000000,10.159713,100.0,1,17768012,0,1,0.0
545,18000000,4.29831,118.0,1,3900000,0,1,0.0
546,5000000,17.656951,113.0,2,82719885,1,1,63902793.0
547,7000000,11.00913,89.0,1,16829545,1,1,22971232.0
548,80000000,9.554067,117.0,1,74901339,0,1,145682818.0
549,1000000,3.374229,97.0,1,10013424,0,1,0.0
550,35000000,10.754139,123.0,1,211952420,1,1,161733585.0
551,0,12.50303,130.0,1,20710451,0,1,13508481.0
552,16000000,8.899417999999999,96.0,1,48878502,1,1,220555937.0
553,0,8.665106,86.0,2,7800000,0,0,0.0
554,16000000,14.906621,114.0,1,12434778,0,1,211285689.0
555,0,2.858879,82.0,1,8033397,0,1,0.0
556,0,6.785735000000001,116.0,1,461162,0,1,55124636.0
557,20000000,9.351557000000001,135.0,1,4001121,0,1,10503410.0
558,19000000,15.339153,108.0,2,25836616,1,1,66034866.0
559,0,0.773954,116.0,1,1083282,0,1,0.0
560,10400000,8.792104,161.0,1,310000000,0,0,77296722.0
561,1500000,0.446454,162.0,2,4400000,0,0,0.0
562,40000000,0.75571,107.0,1,312242626,1,1,127357961.0
563,90000,0.837849,72.0,1,5000000,0,1,0.0
564,28000000,5.017519999999999,134.0,3,5684789,0,1,71791157.0
565,0,0.218263,94.0,1,9016377,0,1,0.0
566,0,0.402368,0.0,1,234748,0,0,0.0
567,6000000,7.903956,109.0,1,44703995,0,1,88976946.0
568,3000000,11.303239999999999,108.0,3,11176469,1,1,15434345.0
569,0,11.971318,97.0,1,32648673,0,1,111138493.0
570,0,1.985348,88.0,2,214000,0,0,0.0
571,8000000,10.434018,120.0,2,21028755,1,1,12956466.0
572,8000000,5.320117,102.0,1,100523181,0,1,42621079.0
573,13000000,5.169999,110.0,2,1151330,0,1,0.0
574,35000000,13.542675,112.0,2,42930462,0,1,33527900.0
575,15000000,20.301019,110.0,1,356830601,0,1,131823300.0
576,12000000,7.607052,100.0,1,60273173,0,1,0.0
577,65000000,10.90061,132.0,1,117487473,0,1,82740921.0
578,16000000,12.069966,97.0,2,53478166,0,1,0.0
579,5500000,6.3893260000000005,109.0,1,26414658,0,1,85359573.0
580,100000,5.113205000000001,193.0,1,11000000,0,1,0.0
581,0,10.475435000000001,141.0,1,228984,0,0,163387458.0
582,0,1.373641,88.0,1,429766,0,1,0.0
583,700000,2.819298,77.0,1,31576,0,1,0.0
584,12000000,7.075533999999999,82.0,3,3769990,0,1,0.0
585,8575000,16.727404999999997,145.0,2,1983204,0,0,0.0
586,5000000,10.737565,101.0,1,8203235,0,1,9248873.0
587,17000000,5.924226,95.0,1,16980098,0,1,99053369.0
588,6000000,8.522673,158.0,3,28900000,1,1,0.0
589,0,3.9366730000000003,110.0,1,1107542,0,1,0.0
590,0,0.31843699999999997,95.0,1,170000,0,0,0.0
591,35000000,10.378902,94.0,1,117270765,1,1,45422169.0
592,4500000,14.658885,90.0,1,27092880,0,1,57136208.0
593,0,5.472430999999999,188.0,4,4971340,0,0,0.0
594,70000000,10.876463000000001,105.0,1,177841558,0,1,14059179.0
595,0,7.559297999999999,120.0,1,837000,0,0,21438154.0
596,10000000,10.754997,109.0,1,4073489,0,1,82396535.0
597,85000000,9.434006,130.0,1,137298489,0,1,113025703.0
598,22000000,8.473369,84.0,1,84772742,0,1,58530302.0
599,15000000,14.319742999999999,212.0,1,146900000,0,1,14922265.0
600,0,4.379054,112.0,1,5632086,0,1,37478835.0
601,16000000,5.1278760000000005,142.0,1,29251596,0,0,0.0
602,6000000,7.873407,116.0,2,6174491,0,1,0.0
603,0,0.8974129999999999,116.0,1,12413650,0,1,0.0
604,16000000,12.646517999999999,126.0,2,109502303,0,1,44929802.0
605,10000000,4.127728,125.0,4,1500000,0,1,6570744.0
606,15000000,6.600650999999999,110.0,1,30102717,0,1,0.0
607,100000000,19.382082,106.0,1,330579719,1,1,93784346.0
608,0,8.3539,106.0,1,44527234,1,1,17061483.0
609,27000000,14.225919000000001,102.0,1,20158808,1,1,165959322.0
610,0,2.081712,107.0,1,36565280,0,1,0.0
611,23000000,7.667578999999999,98.0,2,150816700,1,1,143389329.0
612,300000,1.023164,105.0,1,1400000,0,1,0.0
613,50000000,5.716009,146.0,1,73956241,0,1,26088527.0
614,50000000,10.337994,95.0,1,97437106,0,1,0.0
615,39000000,7.830087,116.0,1,288752301,0,1,53430616.0
616,13000000,2.326115,84.0,1,8026971,0,1,0.0
617,0,7.8435619999999995,143.0,1,55240,0,0,0.0
618,5000000,9.649312,113.0,1,1000000,0,1,0.0
619,50000000,5.768575,128.0,6,94000000,0,1,89069757.0
620,9000000,14.304205,98.0,1,2500000,0,1,0.0
621,0,5.682778,130.0,1,16300000,0,1,0.0
622,30000000,11.766244,85.0,1,192452832,1,1,94334992.0
623,16500000,10.673167,136.0,1,135000000,0,1,120924410.0
624,5000000,5.839893,107.0,2,12232628,0,1,0.0
625,0,2.805298,101.0,1,49501,0,1,0.0
626,20000,3.111281,111.0,1,99000,0,0,0.0
627,2600000,8.623982,92.0,1,553198,0,0,0.0
628,25000000,7.438934,97.0,1,22200000,0,1,0.0
629,11500000,6.5145919999999995,99.0,1,20079850,0,1,77255220.0
630,0,11.959887,106.0,1,13000000,0,1,12532522.0
631,13000000,8.378149,161.0,2,754249,0,1,0.0
632,7500000,19.561767,93.0,2,8135031,1,1,0.0
633,54000000,20.214422,132.0,1,132511035,0,1,55242904.0
634,5500000,4.711231,116.0,3,10016934,0,0,0.0
635,15000000,14.511442,111.0,1,16633035,0,1,0.0
636,0,6.76513,88.0,1,18112929,0,1,0.0
637,250000000,20.644776,161.0,1,958400000,1,1,466790130.0
638,0,4.250364,118.0,1,340911,0,1,0.0
639,6300000,4.38806,101.0,1,419953,0,1,16104554.0
640,0,8.387519000000001,106.0,1,76578911,1,1,43225459.0
641,2650000,4.471515,147.0,1,3100000,0,1,11035255.0
642,6400000,1.8229400000000002,151.0,1,5900000,0,0,0.0
643,6000000,7.510159,107.0,1,3485127,0,1,0.0
644,4200000,8.233168,114.0,3,38376497,0,1,19263808.0
645,135000000,13.890179999999999,121.0,5,76932943,0,1,100860425.0
646,10000000,5.024458999999999,77.0,1,11411644,0,1,0.0
647,28000000,13.570264000000002,103.0,1,60700000,1,1,35188894.0
648,25000000,3.643468,117.0,1,777423,0,1,0.0
649,0,7.174869,106.0,1,1296937,0,1,0.0
650,2500000,5.490505000000001,106.0,2,8750000,0,1,5733520.0
651,25000000,11.109932,99.0,2,11000000,0,1,15323458.0
652,0,9.861672,107.0,1,46405336,0,1,29463080.0
653,26000000,13.003122,91.0,1,183293131,1,1,79591499.0
654,160000000,287.253654,129.0,1,1262886337,0,1,253062514.0
655,1271000,7.441117,81.0,1,3788000,0,1,0.0
656,40000000,16.453573000000002,114.0,4,86234523,0,1,317921739.0
657,0,11.966566,80.0,3,1382462,0,1,122737201.0
658,0,4.352904,122.0,1,11294,0,1,0.0
659,113000000,13.165420999999998,140.0,1,850000000,1,1,574690363.0
660,0,4.074783,104.0,1,6000000,0,1,0.0
661,35000000,5.370818,102.0,1,11560806,0,1,82740921.0
662,30000000,8.587129,108.0,1,180622424,0,1,95162737.0
663,5000000,13.524048,112.0,1,2450846,0,1,0.0
664,0,13.235179,97.0,1,5979292,0,1,131823300.0
665,0,11.950477000000001,108.0,2,20000000,0,1,12343352.0
666,12000000,17.788579000000002,94.0,1,265452,0,1,0.0
667,6000000,11.732546000000001,137.0,1,9077700,0,1,0.0
668,40000000,9.420931,102.0,1,124827316,1,1,93784346.0
669,25000000,7.409178999999999,94.0,1,38748395,0,1,60003385.0
670,5000000,15.021057999999998,94.0,1,98450062,0,1,239111398.0
671,11000000,18.344227,95.0,1,235483004,1,1,189016170.0
672,2053648,2.691433,102.0,1,500000,0,1,0.0
673,85000000,11.057536,167.0,5,59908565,0,1,58809030.0
674,1000000,17.911314,112.0,1,36764313,0,1,5733520.0
675,1200000,2.017413,113.0,1,14363400,0,1,19059374.0
676,0,9.197511,90.0,1,13769,0,1,0.0
677,90000000,14.753545,127.0,1,206172544,1,1,92134218.0
678,3000000,6.409512,146.0,1,10400000,0,1,0.0
679,0,14.331454,100.0,1,9504139,0,1,0.0
680,0,1.8938220000000001,112.0,1,4385312,0,1,0.0
681,40000000,13.876881,120.0,1,120455994,0,1,72454001.0
682,80000000,14.987901999999998,132.0,2,10166502,0,1,0.0
683,9250000,2.132964,125.0,1,29174648,0,1,0.0
684,22000000,6.3037849999999995,108.0,1,24188922,0,1,116484707.0
685,0,11.449373,89.0,1,17953778,0,1,0.0
686,27000000,1.408176,132.0,1,14683921,0,1,0.0
687,0,7.477944,76.0,1,32710894,1,1,0.0
688,0,7.3282419999999995,95.0,1,190000,1,0,0.0
689,0,9.488593,95.0,3,4469460,1,0,94863182.0
690,800000,7.137026,94.0,1,62852,0,1,0.0
691,0,5.007836,99.0,1,7399763,0,1,25823023.0
692,11000000,4.08938,100.0,1,1044824,0,1,0.0
693,50000000,30.121291999999997,130.0,2,709827462,1,1,189016170.0
694,50000000,16.838145,114.0,1,71561644,0,1,113710409.0
695,0,4.912681,105.0,1,4129250,0,0,0.0
696,30000000,9.058516000000001,129.0,1,219076518,0,1,77919232.0
697,14000000,0.8256379999999999,112.0,1,16656125,0,1,7586302.0
698,103000000,8.18534,102.0,2,500188435,1,1,438494195.0
699,0,9.661817,97.0,3,1999955,0,0,0.0
700,4000000,5.032469,108.0,1,56666667,0,1,0.0
701,0,8.328596000000001,104.0,1,11220670,0,1,0.0
702,4000000,6.314697,121.0,1,1954937,1,0,0.0
703,150000000,26.024867999999998,108.0,1,1023784195,0,1,479386196.0
704,40000000,12.337898,89.0,1,58662452,1,1,56888439.0
705,8250000,11.840985,171.0,1,30000000,0,1,12504562.0
706,8000000,1.194377,91.0,1,1893139,0,1,0.0
707,40000000,14.384554000000001,134.0,1,37279439,0,1,65466251.0
708,40000000,15.010525,124.0,1,158733820,1,1,66034866.0
709,0,6.617717,86.0,1,2692037,0,1,82554281.0
710,0,0.0005780000000000001,92.0,1,402539,0,1,0.0
711,967686,11.934045,101.0,3,4270000,0,1,0.0
712,35000000,10.794556,92.0,1,39340177,0,1,45097717.0
713,12000000,15.297120999999999,96.0,1,78868508,1,1,22156733.0
714,14000000,11.090264999999999,112.0,1,19777647,0,0,0.0
715,50000,11.329733000000001,103.0,1,249905,0,1,0.0
716,6000000,9.023686,96.0,2,11122090,0,1,0.0
717,0,4.725759,91.0,1,34153101,1,1,432314155.0
718,25000000,7.2576789999999995,107.0,1,84565230,0,1,172342520.0
719,30000000,6.734064999999999,103.0,3,50451307,0,1,118447385.0
720,50000000,9.915560000000001,92.0,3,113244290,1,1,162174044.0
721,0,0.358968,100.0,1,21350,0,1,0.0
722,4500000,11.578578,104.0,1,58853106,1,1,56888439.0
723,6000000,10.505386999999999,97.0,1,10409377,0,1,35289800.0
724,0,2.340967,96.0,4,6000000,0,1,0.0
725,0,6.188664,103.0,2,194720,0,0,0.0
726,80000000,7.210383,88.0,1,163733697,0,1,146549101.0
727,0,6.117335,99.0,2,24134,0,0,0.0
728,23000000,9.604552,124.0,1,29541790,0,1,39001483.0
729,6500000,9.369527,92.0,1,24793509,0,1,55124636.0
730,15000000,7.844705,95.0,1,59209,0,1,40350886.0
731,2000000,9.02255,137.0,1,70000000,0,0,141955273.0
732,200000000,26.114917000000002,116.0,1,531865000,1,1,146940096.0
733,0,2.132858,115.0,1,8800000,0,1,28693714.0
734,105000000,7.291872,114.0,1,133718711,0,1,61735239.0
735,40000000,6.159379,107.0,1,24719215,0,1,40162498.0
736,20000000,16.205105,113.0,1,121463226,0,1,45652998.0
737,0,6.15698,98.0,1,2262223,0,1,0.0
738,16000000,2.549325,105.0,1,4192440,0,1,0.0
739,50000000,10.223582,139.0,2,25035950,0,1,239480029.0
740,9000000,2.089842,135.0,1,18130000,0,0,0.0
741,0,5.063701,110.0,1,5926128,0,1,0.0
742,0,0.0012720000000000001,75.0,1,48752,0,1,0.0
743,0,14.679860000000001,97.0,1,3317662,0,1,0.0
744,0,2.92387,40.0,1,7732325,0,1,0.0
745,130000000,9.566135000000001,165.0,2,49554002,0,1,129718702.0
746,150000000,15.884744,103.0,3,331957105,0,1,60325869.0
747,22500000,18.908782000000002,116.0,1,29252978,0,1,0.0
748,0,12.553657000000001,112.0,1,55447968,0,1,0.0
749,5000000,8.645067,87.0,2,3305592,0,1,0.0
750,13000000,4.654312,123.0,1,1646788,0,1,0.0
751,40000000,13.689855,108.0,1,332000000,1,1,198042618.0
752,0,4.582718,105.0,2,22697691,0,1,0.0
753,0,2.614785,90.0,1,12416686,0,1,34296114.0
754,2500000,2.296734,95.0,1,764083,0,1,0.0
755,19000000,8.385361,95.0,3,70067909,1,1,0.0
756,1601792,2.329513,96.0,1,253527,0,0,0.0
757,0,3.457153,89.0,1,2334228,0,1,0.0
758,94000000,6.587711,145.0,3,95311434,0,0,60325869.0
759,1300000,5.184012999999999,99.0,1,72266306,0,1,0.0
760,40000000,17.496832,83.0,2,222300000,1,1,291286408.0
761,13000000,10.890236,83.0,3,73180723,0,1,45335989.0
762,40000000,2.9474110000000002,93.0,1,10959475,0,1,0.0
763,25000000,14.141836999999999,116.0,1,93617009,0,1,87009894.0
764,13000000,24.515462,90.0,2,20560255,1,1,0.0
765,8,4.222195,133.0,2,33579813,0,0,0.0
766,0,3.215954,89.0,1,66456,0,1,0.0
767,110000000,16.747792999999998,117.0,5,177238796,0,1,33572894.0
768,5000000,8.585856,108.0,1,58978653,0,1,0.0
769,3000000,12.822085000000001,94.0,1,14016568,0,1,0.0
770,7000000,3.18614,108.0,1,453079,0,1,0.0
771,15000000,11.179855,83.0,1,32056467,0,1,75639043.0
772,20000000,10.605851,72.0,1,135680000,1,1,0.0
773,14000000,11.535478,119.0,1,13551174,0,1,0.0
774,3000000,7.3510279999999995,100.0,1,18492362,1,1,27513677.0
775,0,4.433261,150.0,1,138730,0,0,0.0
776,0,13.567726,90.0,1,32846,0,1,0.0
777,75000000,18.311054000000002,121.0,1,220021259,1,1,130325538.0
778,42000000,9.874042999999999,124.0,2,363889678,0,1,56503769.0
779,0,5.50751,113.0,1,1400000,0,1,58935825.0
780,33000000,11.840557,98.0,1,244386864,1,1,179487607.0
781,15000000,3.94159,95.0,1,21000000,0,1,0.0
782,50000000,12.229381,97.0,1,42277365,1,1,15323458.0
783,32000000,11.119707,96.0,1,60740827,0,1,12413052.0
784,12000000,9.592265,92.0,1,41205099,0,1,119999304.0
785,100000,1.522753,90.0,1,22000000,0,1,0.0
786,0,14.307672,92.0,1,233755553,1,1,127483793.0
787,1000000,2.678923,107.0,1,2402459,0,1,0.0
788,886000,6.5075970000000005,103.0,1,2600000,0,1,0.0
789,50000000,9.082538000000001,107.0,1,170128460,0,1,33440016.0
790,0,9.555852,81.0,2,1250000,0,1,0.0
791,110000000,8.555544,76.0,2,103951461,0,1,0.0
792,2700000,7.048957000000001,80.0,2,15992615,1,1,15434345.0
793,3860000,8.959821,130.0,3,64076736,0,0,9230479.0
794,10000000,3.7593010000000002,89.0,2,150000000,0,0,0.0
795,54000000,11.415316,121.0,1,7266209,0,1,102717044.0
796,500000,0.892007,78.0,1,11276,0,1,0.0
797,6000000,2.447359,139.0,1,161000000,0,1,0.0
798,12000000,8.032616,110.0,1,3148182,0,1,26130482.0
799,150000000,28.505340999999998,140.0,3,374218673,1,1,381511451.0
800,14500000,5.892859,82.0,1,65497208,1,0,0.0
801,30000000,10.778027999999999,98.0,1,36160375,0,1,0.0
802,0,0.9127299999999999,91.0,2,1305887,0,1,11035255.0
803,0,8.870325,100.0,1,21520719,0,1,0.0
804,150000000,29.36178,120.0,1,378858340,1,1,95453701.0
805,0,7.464981,126.0,1,16803753,0,1,0.0
806,4000000,5.296777,86.0,1,9797098,0,1,16214501.0
807,10721568,1.68625,122.0,1,2978994,0,0,0.0
808,0,4.581576999999999,97.0,1,11449638,0,1,12532522.0
809,0,0.727837,104.0,2,369975,0,1,0.0
810,20000000,5.219666999999999,85.0,1,27187375,0,1,0.0
811,355000,7.503125999999999,72.0,3,1012189,1,1,0.0
812,54000000,17.185349,162.0,4,136766062,1,1,41989560.0
813,20000000,16.01076,120.0,2,7227038,0,1,89069757.0
814,24000000,2.8188020000000003,102.0,1,2642983,0,1,8758350.0
815,6400000,1.8561009999999998,140.0,1,18000000,0,0,0.0
816,1,8.159556,87.0,1,8500000,0,1,0.0
817,6000000,9.424157000000001,121.0,4,48027970,0,1,0.0
818,15000000,2.936443,90.0,1,2042530,0,1,26207026.0
819,0,13.177741000000001,108.0,1,152761,0,1,22870059.0
820,0,6.853782000000001,111.0,1,36611610,0,1,130325538.0
821,2196531,0.947509,107.0,1,2411594,0,0,0.0
822,0,1.199003,105.0,2,887029,0,1,0.0
823,7000000,11.37237,109.0,1,10000000,0,1,0.0
824,59000000,17.328902,81.0,1,383257136,1,1,236851194.0
825,9750000,11.387338,99.0,1,558000,0,1,0.0
826,13000000,5.532019999999999,115.0,1,8038508,0,1,12413052.0
827,24000000,4.197544000000001,89.0,1,14782676,0,1,0.0
828,17000000,12.01525,91.0,1,97542952,0,1,0.0
829,0,0.007294,82.0,1,26488,0,1,0.0
830,0,2.2013700000000003,87.0,1,2642899,0,1,0.0
831,0,1.489895,111.0,2,634074,0,1,0.0
832,50000000,5.91265,114.0,1,9448082,0,1,0.0
833,151000,1.879162,91.0,3,8000000,0,0,0.0
834,0,1.404434,109.0,1,135893,0,1,0.0
835,88000000,6.363884,144.0,1,108539911,0,1,130325538.0
836,31000000,15.672195,125.0,1,28000000,0,1,99996749.0
837,4000000,6.7371419999999995,85.0,1,6101046,0,1,0.0
838,0,6.065049,124.0,1,48720000,1,0,0.0
839,0,1.6899259999999998,108.0,1,3106835,0,1,0.0
840,50000000,6.752119,135.0,1,10382407,0,1,0.0
841,15000000,16.018525,100.0,1,146497771,0,1,117391702.0
842,36000000,7.926621000000001,95.0,1,50159144,0,1,104369203.0
843,0,3.043177,136.0,2,42160849,0,1,42182552.0
844,50000000,9.995617,84.0,1,38502340,0,1,22870059.0
845,0,8.207548,107.0,2,3572443,1,1,0.0
846,13000000,11.293560000000001,93.0,1,48065672,0,1,72198609.0
847,7700000,6.9146149999999995,123.0,1,1072602,0,1,0.0
848,200000000,17.285093,108.0,1,1025491110,1,1,232275059.0
849,57000000,9.421301,95.0,1,149217355,1,1,0.0
850,25000000,14.31675,117.0,1,77278331,0,1,33572894.0
851,0,2.115609,85.0,1,18315000,1,0,0.0
852,0,6.970037,104.0,2,49579269,1,1,16149636.0
853,20000000,10.680121,128.0,1,54586584,0,1,28159590.0
854,5000000,6.719949000000001,95.0,2,368744044,1,1,107113398.0
855,0,1.818561,94.0,1,13102295,0,1,0.0
856,0,1.698895,105.0,1,8125592,0,1,11035255.0
857,37000000,10.722672,110.0,2,37962774,0,1,0.0
858,0,2.564695,89.0,1,386749,0,1,0.0
859,25000000,6.570917999999999,100.0,2,13000000,0,1,0.0
860,50000000,6.824871000000001,113.0,4,100020092,0,1,43195360.0
861,0,3.507084,111.0,3,5438927,0,1,0.0
862,12000000,14.21769,104.0,1,114194847,1,1,112218677.0
863,20000000,8.157587,121.0,1,18432000,0,1,108810950.0
864,0,5.7873339999999995,88.0,3,16627188,0,1,0.0
865,12000000,1.323587,185.0,2,19000000,0,0,0.0
866,20000000,11.112153,93.0,2,16863583,0,1,0.0
867,0,1.5688389999999999,95.0,1,52164,0,0,0.0
868,185000000,12.577266,122.0,3,786636033,1,1,293016811.0
869,0,1.833948,113.0,1,14134877,0,1,0.0
870,100000000,13.473381,90.0,1,202026112,0,1,90366118.0
871,16000000,8.34322,96.0,1,92823546,0,1,47771858.0
872,31000000,14.004074,161.0,2,128499205,0,1,74855066.0
873,9600000,6.133744999999999,121.0,1,2541554,0,1,0.0
874,0,6.770051,84.0,1,30668,0,1,50499729.0
875,3500000,1.333969,105.0,3,1492523,0,0,0.0
876,25000000,11.829231,105.0,3,2054941,0,1,0.0
877,50000000,7.661239999999999,121.0,2,50068310,0,1,85359573.0
878,9000000,8.475983,120.0,3,4600000,0,1,0.0
879,0,7.916658,134.0,1,61700000,1,0,0.0
880,6500000,8.344282000000002,98.0,1,28451622,0,1,116484707.0
881,0,1.679042,80.0,1,3662459,0,1,0.0
882,940000,0.739665,138.0,2,5100000,0,0,0.0
883,0,1.047417,96.0,1,3832228,0,1,0.0
884,0,5.3837660000000005,97.0,1,2683519,1,1,0.0
885,5000000,6.585405000000001,96.0,1,11642254,1,1,0.0
886,0,10.177977,78.0,1,35348597,1,1,178170792.0
887,7000000,7.2189570000000005,127.0,1,191125,0,1,0.0
888,0,1.926826,0.0,1,850259,0,0,0.0
889,5000000,7.392294000000001,91.0,1,75143,0,1,0.0
890,40000000,7.473717999999999,123.0,1,96618699,1,1,72447422.0
891,195000000,11.606061,114.0,1,197687603,0,1,371751070.0
892,5000000,9.841623,116.0,1,42365581,0,1,38242858.0
893,28000000,10.445141,102.0,1,58795814,1,1,111203845.0
894,143149,0.091951,94.0,1,645135,0,0,0.0
895,57000000,11.626116,115.0,1,159055768,0,1,86703600.0
896,163000000,10.958669,119.0,1,174822325,0,1,480386527.0
897,0,6.816275999999999,93.0,1,4215859,0,1,0.0
898,0,0.569463,181.0,1,14000000,0,0,0.0
899,0,1.54105,100.0,1,37884,0,1,37713974.0
900,558000,1.41344,89.0,1,2227000,0,1,0.0
901,8000000,5.052049,112.0,1,18948425,0,1,0.0
902,180000000,19.467404000000002,97.0,1,758539785,0,1,758536735.0
903,2000000,12.792394,85.0,1,4635300,0,1,0.0
904,0,6.080108,75.0,1,28023563,1,0,0.0
905,16000000,4.136356,120.0,2,11301649,0,0,0.0
906,35000000,4.386145,114.0,1,43650785,0,1,57136588.0
907,100000000,12.845044999999999,103.0,5,278731369,0,1,141955273.0
908,0,1.9541529999999998,89.0,1,124693,0,1,0.0
909,44000000,11.924462,96.0,2,300400432,1,1,53068232.0
910,13000000,1.884204,100.0,1,8475466,0,1,43201730.0
911,40000000,5.996407,120.0,1,8251071,0,0,127651949.0
912,25530000,4.5570059999999994,95.0,1,20080020,0,1,0.0
913,0,0.985785,93.0,1,1000000,0,1,0.0
914,17000000,7.812646000000001,111.0,2,73244881,0,1,26863342.0
915,0,12.945544,120.0,2,1982505,0,1,0.0
916,13000000,5.138408999999999,95.0,1,1832541,0,1,19059374.0
917,0,5.416273,89.0,1,1301696,0,1,0.0
918,2600000,3.501564,103.0,2,1479042,0,0,0.0
919,50000000,10.246172999999999,118.0,1,142851197,0,1,60595467.0
920,0,11.492174,106.0,1,65088797,0,1,0.0
